客户ID,姓名,性别,出生日期,年龄,年龄段,婚姻状况,家庭结构,子女数量,是否有老人,教育程度,职业类别,职业,年收入,收入段,所在省份,所在城市等级,所在区域,获客渠道,获客日期,持有保单数,总年缴保费,客户价值等级,风险等级,互动频次,活跃度等级,互动评分,续保倾向评分,增购倾向评分,投诉次数,理赔次数总计
CUST00003091,杜红,女,1980-09-19,45,中青,已婚,三口之家,1,0,大专,1,IT技术,23770.29,<5万,河南,四线及以下,华中,转介绍,2022-11-08,1,2759.29,大众,低风险,6,一般,54.59,0.4623,0.8233,0,0
CUST00003092,姜慧,女,2007-03-21,19,青年,未婚,单身,0,0,硕士,2,农民,0.0,<5万,河北,二线,华北,自然流量,2022-08-31,0,0.0,低价值,中低风险,8,沉睡,11.25,0.4817,0.113,0,0
CUST00003093,江莉萍,女,1977-09-27,48,中年,已婚,二人世界,0,1,大专,1,教师,23494.81,<5万,内蒙古,三线,华北,转介绍,2026-01-08,3,4115.71,大众,低风险,7,沉睡,23.92,0.6059,0.8335,0,1
CUST00003094,彭洁,女,1958-11-13,67,老年,已婚,空巢,1,0,本科,1,企业职员,22271.32,<5万,新疆,四线及以下,西北,活动获客,2022-05-17,2,6082.8,核心,中风险,6,一般,35.6,0.5977,0.8224,0,3
CUST00003095,蒋云波,男,1998-12-04,27,青壮,未婚,单身,0,0,高中及以下,1,公务员,14334.61,<5万,新疆,二线,西北,活动获客,2018-11-14,1,146.88,低价值,低风险,7,一般,33.57,0.6088,0.663,0,1
CUST00003096,武峰,男,1968-09-18,57,中老,已婚,三口之家,2,0,本科,1,金融从业,35448.61,<5万,甘肃,四线及以下,西北,广告投放,2022-03-11,5,8390.72,核心,中风险,8,一般,34.77,0.7092,0.8956,0,3
CUST00003097,段军楷,男,1996-09-12,29,青壮,已婚,三口之家,1,0,博士,2,个体经营,270657.65,20-50万,新疆,一线,西北,企业合作,2025-01-13,3,3628.0299999999997,高净值,中低风险,6,一般,52.33,0.7268,0.9049,0,2
CUST00003098,徐亮云,男,1982-03-22,44,中青,已婚,四口之家,2,0,高中及以下,1,公务员,106619.62,10-20万,西藏,新一线,西南,转介绍,2021-01-15,1,986.15,大众,低风险,4,一般,48.35,0.6572,0.7446,0,1
CUST00003099,姚哲,男,1984-01-19,42,中青,已婚,二人世界,0,0,高中及以下,1,IT技术,62503.16,5-10万,陕西,二线,西北,企业合作,2019-12-17,1,578.65,大众,中低风险,7,沉睡,16.48,0.4659,0.7777,1,0
CUST00003100,武恒,男,1955-12-17,70,老年,已婚,独居老人,0,0,大专,3,工人,29186.14,<5万,宁夏,三线,西北,转介绍,2021-09-03,2,2516.87,大众,中高风险,8,沉睡,24.5,0.6009,0.8194,0,1
CUST00003101,康蕾,女,1993-04-07,33,青壮,已婚,三代同堂,4,1,高中及以下,2,个体经营,11023.38,<5万,海南,三线,华南,转介绍,2021-02-07,1,836.31,低价值,中风险,8,沉睡,19.92,0.594,0.6787,0,0
CUST00003102,徐文,男,1993-01-23,33,青壮,已婚,二人世界,0,1,本科,0,学生,40532.04,<5万,山西,四线及以下,华北,转介绍,2022-11-14,3,4030.15,核心,低风险,8,活跃,59.44,0.7558,0.8006,0,3
CUST00003103,李琴蕾,女,1970-05-23,56,中老,已婚,三代同堂,0,0,硕士,2,自由职业,195436.8,10-20万,山西,二线,华北,自然流量,2021-01-01,3,11618.76,高净值,中风险,4,一般,43.71,0.6278,0.93,0,1
CUST00003104,金琴,女,1966-12-31,59,中老,丧偶,二人世界,0,0,大专,2,自由职业,155421.68,10-20万,重庆,一线,西南,代理人拓展,2026-01-10,3,11459.11,高净值,中高风险,5,沉睡,29.22,0.5217,0.8537,1,0
CUST00003105,严婷莉,女,1976-03-23,50,中年,已婚,二人世界,2,0,高中及以下,0,退休,53725.0,5-10万,上海,三线,华东,自然流量,2018-07-21,0,0.0,低价值,低风险,8,沉睡,18.24,0.5338,0.763,0,0
CUST00003106,石婉,女,2008-03-09,18,青年,未婚,单身,0,0,大专,1,金融从业,30714.29,<5万,江苏,三线,华东,转介绍,2023-11-11,0,0.0,低价值,中低风险,7,一般,37.6,0.5188,0.677,1,0
CUST00003107,傅皓健,男,2002-08-06,23,青年,已婚,二人世界,0,0,本科,2,服务业,56147.14,5-10万,新疆,新一线,西北,转介绍,2022-07-31,4,8207.32,高净值,中低风险,4,沉睡,27.71,0.5457,0.8228,0,2
CUST00003108,侯丹梦,女,1971-04-17,55,中年,已婚,二人世界,0,1,高中及以下,1,金融从业,21447.07,<5万,湖北,二线,华中,自然流量,2020-11-22,2,16027.55,核心,中低风险,5,一般,39.67,0.6453,0.8114,0,0
CUST00003109,陆剑健,男,1986-04-21,40,中青,已婚,单身,0,0,本科,0,退休,40303.66,<5万,海南,三线,华南,自然流量,2019-02-23,1,1991.07,大众,低风险,4,一般,47.53,0.5182,0.7711,0,1
CUST00003110,苏莉,女,1986-02-07,40,中青,已婚,三代同堂,2,1,本科,2,农民,39668.45,<5万,山东,三线,华东,自然流量,2025-02-11,5,8515.24,核心,中风险,2,活跃,55.67,0.7655,0.8101,0,0
CUST00003111,廖宁,男,1987-05-26,39,中青,离异,二人世界,0,1,本科,3,工人,69194.34,5-10万,安徽,二线,华东,转介绍,2019-09-18,3,6503.38,高净值,中风险,2,一般,47.65,0.7135,0.8167,0,2
CUST00003112,夏睿宇,男,1987-07-22,38,中青,已婚,三口之家,1,0,高中及以下,0,退休,32815.83,<5万,山西,二线,华北,企业合作,2020-04-24,1,403.84,低价值,低风险,6,活跃,63.72,0.5949,0.7858,0,0
CUST00003113,刘秀英诗,女,1948-06-18,77,老年,丧偶,独居老人,0,0,本科,2,服务业,27263.75,<5万,吉林,四线及以下,东北,转介绍,2023-02-22,4,9935.28,核心,中高风险,7,沉睡,14.68,0.6064,0.8418,2,2
CUST00003114,范梅梦,女,1977-08-16,48,中年,已婚,二人世界,0,0,高中及以下,2,自由职业,14600.54,<5万,西藏,三线,西南,自然流量,2023-04-29,0,0.0,低价值,中风险,7,一般,41.49,0.6236,0.7826,0,0
CUST00003115,梁军,男,1991-08-16,34,青壮,已婚,二人世界,0,0,高中及以下,2,农民,69446.2,5-10万,宁夏,二线,西北,活动获客,2026-01-08,1,932.49,大众,中低风险,7,活跃,55.8,0.7483,0.8121,0,0
CUST00003116,孟洁芳,女,1951-05-06,75,老年,已婚,单身,2,0,硕士,3,工人,123178.77,10-20万,福建,新一线,华东,代理人拓展,2025-07-30,2,3386.08,高净值,高风险,10,一般,31.84,0.6317,0.8274,0,1
CUST00003117,顾翔,男,1986-11-14,39,中青,已婚,三代同堂,4,0,本科,1,教师,37094.14,<5万,山西,三线,华北,自然流量,2026-03-11,2,6317.13,核心,低风险,0,流失,7.33,0.4226,0.8748,0,0
CUST00003118,黄萍莉,女,1980-05-04,46,中年,离异,三代同堂,3,1,高中及以下,1,金融从业,27676.48,<5万,山西,新一线,华北,转介绍,2019-01-29,4,9119.23,核心,低风险,4,沉睡,27.99,0.5584,0.8519,0,1
CUST00003119,廖浩,男,1985-02-14,41,中青,已婚,二人世界,0,0,高中及以下,0,退休,18383.33,<5万,黑龙江,新一线,东北,代理人拓展,2025-10-27,3,9438.6,核心,低风险,5,活跃,58.4,0.6864,0.8776,0,0
CUST00003120,胡轩斌,男,1977-12-08,48,中年,离异,三口之家,1,1,高中及以下,2,自由职业,89746.95,5-10万,新疆,二线,西北,自然流量,2025-12-29,1,552.54,大众,中低风险,7,活跃,62.35,0.7457,0.7917,0,0
CUST00003121,杜健,男,1989-09-27,36,中青,已婚,三代同堂,3,0,高中及以下,2,个体经营,68856.9,5-10万,辽宁,新一线,东北,广告投放,2025-12-24,2,2261.88,核心,中低风险,5,沉睡,24.63,0.5456,0.8332,0,4
CUST00003122,夏磊铭,男,1981-02-24,45,中青,已婚,二人世界,0,0,高中及以下,2,服务业,8068.77,<5万,内蒙古,三线,华北,自然流量,2025-03-03,5,5288.389999999999,大众,中低风险,3,沉睡,27.54,0.5994,0.8462,0,5
CUST00003123,余超睿,男,1968-03-06,58,中老,已婚,二人世界,1,0,高中及以下,1,公务员,110322.22,10-20万,广东,一线,华南,代理人拓展,2025-05-05,4,8970.58,高净值,中低风险,12,活跃,55.4,0.7575,0.9334,0,2
CUST00003124,彭峰,男,1994-08-06,31,青壮,已婚,三代同堂,1,0,大专,2,农民,67951.06,5-10万,江苏,三线,华东,代理人拓展,2019-09-24,1,2321.19,核心,中风险,7,沉睡,24.53,0.4546,0.78,0,0
CUST00003125,邓瑞涛,男,1958-03-21,68,老年,丧偶,空巢,2,0,本科,1,教师,84916.83,5-10万,四川,新一线,西南,企业合作,2025-10-27,4,5203.84,高净值,中高风险,6,一般,46.49,0.6371,0.9149,0,2
CUST00003126,郝云博,男,1984-12-09,41,中青,已婚,四口之家,2,0,本科,1,企业职员,329873.42,20-50万,北京,一线,华北,转介绍,2018-11-18,1,1981.34,高净值,低风险,4,沉睡,22.21,0.4637,0.8607,0,0
CUST00003127,谢月,女,1986-02-19,40,中青,未婚,三口之家,1,0,本科,3,工人,90587.18,5-10万,广东,新一线,华南,转介绍,2019-07-28,0,0.0,低价值,中高风险,7,沉睡,19.23,0.418,0.7975,0,0
CUST00003128,魏宁浩,男,1981-07-29,44,中青,未婚,三代同堂,2,1,高中及以下,1,医生,6662.5,<5万,湖北,四线及以下,华中,自然流量,2022-08-21,3,4577.5,大众,低风险,8,沉睡,23.94,0.5438,0.765,0,2
CUST00003129,李若雨,女,1983-11-22,42,中青,未婚,二人世界,0,1,硕士,1,IT技术,57984.8,5-10万,安徽,四线及以下,华东,企业合作,2020-11-29,3,3485.07,核心,中低风险,6,沉睡,15.17,0.5265,0.8464,0,4
CUST00003130,石彤燕,女,1982-04-26,44,中青,已婚,三口之家,1,0,本科,2,农民,92391.7,5-10万,青海,新一线,西北,代理人拓展,2022-01-16,1,1188.83,大众,中风险,5,一般,47.14,0.5641,0.7788,0,0
CUST00003131,侯瑞,男,1984-04-11,42,中青,已婚,三代同堂,0,1,本科,0,学生,27474.6,<5万,河北,三线,华北,转介绍,2025-12-27,0,0.0,低价值,低风险,0,流失,4.44,0.2808,0.8626,0,0
CUST00003132,陆敏娜,女,1943-06-26,82,老年,已婚,空巢,0,0,本科,2,服务业,62618.51,5-10万,宁夏,三线,西北,活动获客,2025-08-25,2,2444.94,核心,中高风险,6,沉睡,23.21,0.6181,0.8315,0,2
CUST00003133,谭华宇,男,1977-06-28,48,中年,离异,三代同堂,1,0,硕士,2,农民,13973.98,<5万,北京,四线及以下,华北,自然流量,2021-02-21,2,4234.3,大众,中风险,8,一般,47.49,0.6309,0.754,0,0
CUST00003134,梁刚辉,男,1974-08-31,51,中年,已婚,空巢,4,1,大专,2,个体经营,101811.45,10-20万,陕西,二线,西北,转介绍,2026-03-04,1,8887.81,高净值,中风险,4,一般,54.09,0.5465,0.885,0,0
CUST00003135,于宁,女,1996-05-03,30,青壮,已婚,三口之家,1,1,高中及以下,2,农民,13599.85,<5万,贵州,三线,西南,活动获客,2020-08-16,3,5572.52,大众,中风险,8,活跃,60.14,0.7132,0.819,0,2
CUST00003136,史娜芬,女,1982-09-11,43,中青,已婚,四口之家,2,0,本科,0,退休,54085.66,5-10万,海南,一线,华南,转介绍,2018-02-17,2,1822.75,大众,低风险,9,沉睡,18.46,0.6348,0.8401,0,4
CUST00003137,任莉,女,1993-10-04,32,青壮,未婚,二人世界,0,0,本科,1,公务员,55288.64,5-10万,天津,二线,华北,转介绍,2024-02-15,2,2525.33,核心,低风险,6,活跃,58.24,0.6812,0.8627,0,3
CUST00003138,王杰鹏,男,1992-06-24,33,青壮,已婚,三代同堂,3,0,本科,2,服务业,40535.52,<5万,新疆,四线及以下,西北,自然流量,2024-06-09,4,11670.039999999999,高净值,中风险,7,一般,52.69,0.7447,0.8731,0,1
CUST00003139,秦丹,女,1969-12-12,56,中老,已婚,空巢,0,0,大专,1,教师,57081.08,5-10万,辽宁,二线,东北,企业合作,2022-05-02,2,634.24,大众,中高风险,8,活跃,55.45,0.6759,0.8343,0,0
CUST00003140,钱强,男,1996-12-11,29,青壮,已婚,单身,0,0,高中及以下,1,教师,27769.05,<5万,陕西,新一线,西北,企业合作,2024-08-13,3,4593.16,大众,中低风险,27,高度活跃,84.2,0.8343,0.8738,0,1
CUST00003141,韩皓,男,1984-10-16,41,中青,已婚,二人世界,0,1,大专,1,医生,46424.51,<5万,吉林,新一线,东北,代理人拓展,2019-04-05,0,0.0,低价值,中低风险,9,一般,41.85,0.62,0.6528,0,0
CUST00003142,魏轩,男,1998-04-07,28,青壮,已婚,三代同堂,2,0,硕士,1,医生,28443.09,<5万,新疆,三线,西北,活动获客,2024-04-13,0,0.0,低价值,低风险,10,一般,49.14,0.669,0.73,0,0
CUST00003143,史蕾欢,女,1986-09-05,39,中青,未婚,二人世界,0,1,本科,1,医生,35812.39,<5万,青海,三线,西北,广告投放,2024-04-30,2,9257.41,核心,低风险,6,一般,52.67,0.6429,0.807,0,0
CUST00003144,林翔志,男,1992-12-03,33,青壮,未婚,二人世界,0,0,大专,2,个体经营,108011.82,10-20万,浙江,二线,华东,转介绍,2021-05-14,3,3955.33,高净值,中低风险,6,沉睡,24.43,0.5358,0.8892,0,3
CUST00003145,白莉,女,1982-03-28,44,中青,已婚,二人世界,0,0,高中及以下,2,个体经营,17908.72,<5万,青海,四线及以下,西北,代理人拓展,2022-03-11,2,4025.99,大众,中低风险,8,活跃,79.83,0.7803,0.8249,0,0
CUST00003146,叶颖,女,1980-08-12,45,中青,已婚,三代同堂,1,1,大专,0,退休,167185.24,10-20万,四川,一线,西南,广告投放,2019-06-14,1,3086.4,高净值,低风险,5,一般,30.02,0.6294,0.8549,0,0
CUST00003147,袁若,女,1994-02-25,32,青壮,已婚,二人世界,0,0,硕士,1,教师,248760.54,20-50万,河北,二线,华北,活动获客,2021-10-19,0,0.0,低价值,低风险,6,一般,48.64,0.4478,0.8418,0,0
CUST00003148,朱婷莉,女,2006-07-21,19,青年,未婚,单身,0,0,本科,1,公务员,19835.72,<5万,北京,四线及以下,华北,活动获客,2025-08-29,2,4976.3,大众,中低风险,4,沉睡,21.33,0.6385,0.7839,0,0
CUST00003149,秦云雨,女,1970-02-28,56,中老,丧偶,二人世界,0,0,本科,0,学生,52543.61,5-10万,浙江,二线,华东,企业合作,2021-09-25,3,9190.76,高净值,中低风险,1,流失,7.3,0.3991,0.858,0,0
CUST00003150,龙皓楷,男,1996-12-05,29,青壮,已婚,三口之家,1,1,大专,2,个体经营,302452.75,20-50万,湖北,新一线,华中,自然流量,2019-02-11,0,0.0,低价值,中低风险,7,活跃,59.22,0.7114,0.7357,0,0
CUST00003151,任明,男,1990-12-26,35,青壮,已婚,四口之家,2,1,本科,3,工人,164561.62,10-20万,吉林,二线,东北,自然流量,2019-03-29,3,6171.0,高净值,中高风险,4,一般,48.97,0.6566,0.8989,1,3
CUST00003152,于若欣,女,1981-09-11,44,中青,已婚,四口之家,2,0,高中及以下,1,教师,7799.51,<5万,新疆,三线,西北,活动获客,2023-03-16,4,5138.23,大众,低风险,7,沉睡,10.52,0.3606,0.7569,0,1
CUST00003153,萧亮,男,1979-03-30,47,中年,已婚,三口之家,1,0,本科,3,工人,141321.18,10-20万,黑龙江,一线,东北,企业合作,2020-03-24,0,0.0,低价值,中高风险,9,一般,38.43,0.6863,0.8177,0,0
CUST00003154,郑皓,男,1976-03-08,50,中年,已婚,二人世界,0,0,大专,0,退休,25456.49,<5万,西藏,四线及以下,西南,活动获客,2019-08-01,1,670.7,低价值,低风险,2,沉睡,12.43,0.5502,0.7915,0,0
CUST00003155,康恒明,男,1998-03-22,28,青壮,已婚,单身,0,0,大专,1,企业职员,63533.54,5-10万,山西,三线,华北,转介绍,2026-04-01,3,15744.49,高净值,低风险,8,沉睡,21.82,0.5312,0.8752,0,4
CUST00003156,董林,男,1967-03-17,59,中老,已婚,二人世界,1,1,本科,1,IT技术,46206.66,<5万,甘肃,新一线,西北,转介绍,2023-04-16,5,9351.57,高净值,中风险,4,一般,39.73,0.816,0.8693,0,0
CUST00003157,潘远恒,男,1974-12-24,51,中年,丧偶,二人世界,0,0,硕士,2,个体经营,34928.71,<5万,山东,三线,华东,活动获客,2018-05-27,3,5538.99,核心,中风险,3,沉睡,14.18,0.5456,0.8407,0,1
CUST00003158,吕明,男,1996-10-30,29,青壮,已婚,单身,0,1,高中及以下,1,教师,22380.04,<5万,福建,二线,华东,活动获客,2019-02-10,2,2981.71,大众,低风险,7,沉睡,19.44,0.515,0.8174,0,1
CUST00003159,贾瑶,女,1999-07-21,26,青壮,未婚,单身,0,0,本科,1,金融从业,40120.79,<5万,湖北,二线,华中,广告投放,2018-07-02,1,897.15,大众,中低风险,7,一般,51.99,0.5472,0.7218,0,0
CUST00003160,许飞,男,1986-01-01,40,中青,未婚,二人世界,0,0,高中及以下,2,个体经营,44499.19,<5万,广东,三线,华南,转介绍,2018-08-24,3,3062.77,核心,中风险,4,一般,38.61,0.6952,0.8201,0,3
CUST00003161,田红彤,女,1983-01-06,43,中青,已婚,三代同堂,1,0,大专,2,农民,11131.04,<5万,重庆,四线及以下,西南,代理人拓展,2019-09-30,3,7608.87,大众,中风险,8,活跃,71.08,0.7676,0.8579,0,5
CUST00003162,袁怡,女,1982-04-07,44,中青,未婚,三代同堂,1,0,高中及以下,1,IT技术,30203.37,<5万,黑龙江,新一线,东北,广告投放,2026-03-25,0,0.0,低价值,中低风险,4,活跃,58.71,0.663,0.7557,0,0
CUST00003163,孙浩,男,1995-04-26,31,青壮,已婚,三代同堂,3,1,大专,1,公务员,0.0,<5万,福建,二线,华东,企业合作,2018-06-28,3,2546.62,低价值,中低风险,5,沉睡,29.41,0.5307,0.2067,0,2
CUST00003164,邵芳,女,1991-08-29,34,青壮,未婚,三代同堂,3,0,大专,1,医生,102997.87,10-20万,安徽,二线,华东,自然流量,2024-10-15,5,20367.46,高净值,低风险,21,高度活跃,88.5,0.8645,0.9259,0,2
CUST00003165,江蕾佳,女,1987-10-16,38,中青,未婚,四口之家,2,1,高中及以下,2,服务业,87456.38,5-10万,黑龙江,二线,东北,转介绍,2019-06-09,3,3267.13,核心,中风险,9,活跃,71.69,0.7008,0.8804,0,0
CUST00003166,田若丽,女,1977-11-24,48,中年,已婚,四口之家,2,0,大专,1,公务员,40478.64,<5万,河北,二线,华北,企业合作,2025-08-22,3,6635.98,核心,中低风险,2,一般,42.44,0.6911,0.8679,0,6
CUST00003167,邵恒宇,男,1973-12-27,52,中年,已婚,三代同堂,2,1,硕士,1,IT技术,131227.43,10-20万,宁夏,一线,西北,自然流量,2022-04-13,3,6041.31,高净值,中低风险,8,沉睡,22.46,0.5762,0.878,1,3
CUST00003168,洪斌峰,男,1957-12-03,68,老年,丧偶,独居老人,0,0,高中及以下,1,IT技术,34535.9,<5万,广东,三线,华南,广告投放,2023-03-30,3,6870.11,核心,中风险,2,活跃,59.64,0.5971,0.8611,0,4
CUST00003169,邵剑毅,男,2008-07-25,17,少儿,未婚,单身,0,0,本科,1,医生,168070.26,10-20万,吉林,二线,东北,广告投放,2024-06-28,4,4917.0,高净值,中低风险,4,一般,54.01,0.6788,0.8693,0,2
CUST00003170,侯宁,女,1987-03-27,39,中青,已婚,三代同堂,3,0,大专,2,农民,88068.73,5-10万,陕西,新一线,西北,活动获客,2021-07-08,0,0.0,低价值,中风险,4,一般,33.02,0.51,0.7951,0,0
CUST00003171,何洁,女,1945-12-14,80,老年,丧偶,二人世界,1,0,本科,2,服务业,25720.55,<5万,内蒙古,三线,华北,转介绍,2022-06-24,1,737.94,低价值,中高风险,5,一般,38.37,0.5911,0.6794,0,0
CUST00003172,白红,女,1967-03-13,59,中老,已婚,二人世界,1,0,高中及以下,1,医生,8097.61,<5万,湖北,三线,华中,自然流量,2022-09-20,2,2743.46,低价值,中风险,11,一般,40.47,0.6505,0.8025,0,1
CUST00003173,梁莉,女,1981-04-27,45,中青,已婚,三口之家,1,0,高中及以下,1,医生,16458.31,<5万,安徽,二线,华东,代理人拓展,2024-09-12,3,14663.32,核心,中低风险,5,活跃,66.63,0.8043,0.6728,0,0
CUST00003174,常萍,女,1983-09-25,42,中青,已婚,三代同堂,3,1,高中及以下,1,企业职员,49157.87,<5万,天津,新一线,华北,广告投放,2018-12-03,1,3411.93,核心,中低风险,7,活跃,61.36,0.6915,0.7198,0,0
CUST00003175,万洁,女,1988-09-19,37,中青,已婚,三代同堂,2,0,高中及以下,1,医生,15895.16,<5万,重庆,三线,西南,自然流量,2018-04-29,3,7129.77,大众,中低风险,6,一般,45.3,0.679,0.7881,0,2
CUST00003176,沈伟华,男,1976-07-30,49,中年,已婚,四口之家,2,0,高中及以下,1,公务员,53530.99,5-10万,贵州,新一线,西南,自然流量,2022-05-01,2,1371.32,大众,低风险,8,一般,51.19,0.5804,0.8971,0,1
CUST00003177,魏彤,女,1990-05-26,36,中青,已婚,三口之家,1,1,本科,1,公务员,52855.52,5-10万,青海,新一线,西北,代理人拓展,2024-09-26,3,8303.140000000001,高净值,中低风险,5,一般,30.18,0.6268,0.8783,0,3
CUST00003178,冯睿,男,1978-04-02,48,中年,已婚,三代同堂,3,0,硕士,2,农民,29974.06,<5万,西藏,三线,西南,自然流量,2019-08-03,2,2330.7,大众,中风险,10,沉睡,21.2,0.6115,0.7809,0,3
CUST00003179,程然,男,1983-11-07,42,中青,已婚,三代同堂,1,0,本科,1,金融从业,47281.03,<5万,四川,一线,西南,广告投放,2024-06-10,1,1956.41,大众,中低风险,3,一般,33.95,0.5277,0.8224,1,2
CUST00003180,戴雨莉,女,1989-08-11,36,中青,离异,单身,0,0,本科,1,金融从业,321719.34,20-50万,四川,一线,西南,转介绍,2018-07-15,2,4423.49,高净值,中低风险,6,活跃,73.14,0.6817,0.8539,0,1
CUST00003181,黄秀英,女,1992-06-24,33,青壮,未婚,二人世界,0,1,高中及以下,1,医生,120481.62,10-20万,重庆,一线,西南,企业合作,2018-11-29,3,6189.38,高净值,中低风险,9,沉睡,15.13,0.5474,0.8806,0,3
CUST00003182,邵健浩,男,1974-08-24,51,中年,已婚,空巢,1,1,高中及以下,2,农民,156827.41,10-20万,上海,新一线,华东,活动获客,2019-09-15,1,12801.92,高净值,中风险,14,一般,47.84,0.6884,0.8323,0,1
CUST00003183,韩宁,女,1988-07-08,37,中青,已婚,四口之家,2,0,大专,1,企业职员,133683.9,10-20万,重庆,一线,西南,广告投放,2019-10-20,3,3784.33,高净值,中低风险,9,沉睡,26.55,0.5093,0.904,1,2
CUST00003184,汪华,男,2025-08-01,0,少儿,未婚,单身,0,0,高中及以下,1,教师,13293.54,<5万,上海,四线及以下,华东,自然流量,2019-12-05,1,1191.6,低价值,低风险,6,一般,48.14,0.7157,0.6227,0,1
CUST00003185,宋景辉,男,1983-02-10,43,中青,已婚,三代同堂,1,0,大专,1,医生,167072.64,10-20万,湖南,新一线,华中,企业合作,2021-12-27,2,2578.87,高净值,低风险,1,流失,5.3,0.5429,0.8438,0,0
CUST00003186,余刚明,男,1952-11-12,73,老年,已婚,空巢,0,0,大专,2,服务业,64647.05,5-10万,广东,新一线,华南,转介绍,2020-06-01,2,3077.62,核心,中风险,9,沉睡,25.93,0.6218,0.8985,0,1
CUST00003187,龙瑶怡,女,1976-10-17,49,中年,已婚,三代同堂,1,0,大专,1,IT技术,77221.61,5-10万,宁夏,新一线,西北,代理人拓展,2021-12-20,1,1159.18,大众,中低风险,10,一般,39.03,0.5419,0.8372,1,0
CUST00003188,蒋静文,女,1986-01-26,40,中青,已婚,四口之家,2,1,大专,1,医生,24695.02,<5万,山东,四线及以下,华东,广告投放,2021-06-06,0,0.0,低价值,中低风险,2,流失,7.55,0.3667,0.6588,0,0
CUST00003189,武云,男,1985-07-16,40,中青,离异,三口之家,1,0,本科,1,公务员,7609.61,<5万,北京,二线,华北,活动获客,2019-06-08,0,0.0,低价值,中低风险,27,高度活跃,83.47,0.7302,0.676,1,0
CUST00003190,尹彦轩,男,1962-09-02,63,中老,离异,二人世界,1,1,本科,1,公务员,184114.75,10-20万,山西,二线,华北,自然流量,2024-03-14,4,9336.78,高净值,中风险,7,活跃,65.75,0.8014,0.8816,0,1
CUST00003191,韩平剑,男,1965-12-02,60,中老,已婚,三口之家,0,1,大专,2,农民,35883.64,<5万,江苏,四线及以下,华东,活动获客,2020-09-16,5,8622.02,核心,中高风险,4,沉睡,23.04,0.603,0.9403,1,10
CUST00003192,陈信,男,1969-12-15,56,中老,已婚,空巢,1,0,硕士,2,服务业,113135.47,10-20万,宁夏,二线,西北,转介绍,2024-08-19,2,3719.12,高净值,中高风险,12,沉睡,16.73,0.5365,0.899,0,0
CUST00003193,蔡燕莉,女,2003-08-15,22,青年,未婚,单身,0,0,硕士,0,退休,86010.26,5-10万,陕西,二线,西北,转介绍,2018-02-05,6,4788.75,高净值,低风险,0,流失,8.61,0.4797,0.9319,0,7
CUST00003194,吕彤,女,1959-03-22,67,老年,已婚,空巢,0,0,大专,3,工人,74179.63,5-10万,辽宁,新一线,东北,自然流量,2020-02-15,1,3477.08,核心,高风险,12,一般,31.26,0.625,0.7532,0,0
CUST00003195,沈静云,女,1961-03-22,65,中老,丧偶,独居老人,0,0,大专,1,金融从业,33502.85,<5万,西藏,二线,西南,自然流量,2018-01-28,0,0.0,低价值,中风险,11,一般,51.07,0.5833,0.7466,0,0
CUST00003196,姜志,男,1984-01-09,42,中青,已婚,三代同堂,1,1,大专,2,农民,78361.39,5-10万,内蒙古,二线,华北,自然流量,2018-03-27,3,5613.55,高净值,中风险,9,沉睡,26.68,0.4688,0.898,0,3
CUST00003197,谭琪燕,女,1988-04-17,38,中青,已婚,四口之家,2,1,硕士,1,公务员,25180.4,<5万,天津,三线,华北,转介绍,2024-02-14,1,558.79,低价值,中低风险,0,流失,7.86,0.3814,0.7129,0,0
CUST00003198,牛伟明,男,1986-12-19,39,中青,未婚,单身,0,0,硕士,1,金融从业,132996.39,10-20万,湖南,新一线,华中,企业合作,2024-06-10,3,8940.38,高净值,低风险,6,一般,40.37,0.5989,0.8774,0,2
CUST00003199,邵刚皓,男,1987-12-28,38,中青,已婚,二人世界,0,0,高中及以下,1,IT技术,37257.21,<5万,湖北,三线,华中,转介绍,2025-09-14,1,249.19,低价值,中低风险,6,沉睡,22.85,0.3733,0.6924,0,0
CUST00003200,许艺琴,女,2002-11-28,23,青年,未婚,单身,0,0,大专,1,教师,79713.91,5-10万,广西,一线,华南,活动获客,2023-10-29,2,2436.17,核心,中低风险,4,一般,34.05,0.4764,0.8335,0,1
CUST00003201,万红,女,2019-12-09,6,少儿,未婚,单身,0,0,本科,2,服务业,0.0,<5万,四川,新一线,西南,自然流量,2018-07-05,2,1550.9299999999998,低价值,中低风险,7,一般,31.67,0.5262,0.1707,0,1
CUST00003202,苏丹,女,1952-07-20,73,老年,已婚,空巢,1,0,大专,2,农民,25426.49,<5万,广东,二线,华南,广告投放,2020-10-25,2,3061.8599999999997,大众,中高风险,3,一般,30.48,0.7213,0.7747,0,0
CUST00003203,毛燕,女,2012-02-18,14,少儿,未婚,单身,0,0,高中及以下,1,教师,9135.73,<5万,浙江,四线及以下,华东,广告投放,2019-07-12,1,718.84,低价值,中低风险,6,活跃,64.06,0.5907,0.7328,2,0
CUST00003204,苏佳,女,1993-01-03,33,青壮,已婚,三口之家,1,0,本科,1,IT技术,70664.74,5-10万,湖南,二线,华中,代理人拓展,2024-12-31,1,2027.95,核心,低风险,4,活跃,61.73,0.7081,0.8476,0,0
CUST00003205,白丹雪,女,1985-09-08,40,中青,离异,三口之家,1,1,本科,2,自由职业,67393.9,5-10万,广东,三线,华南,企业合作,2022-06-26,1,1891.14,大众,中风险,11,活跃,66.73,0.7892,0.804,0,1
